Placard,Description
0,Cracks in plaster observed @ exterior
0,"Green tag, ext. stucco cracking, int. GYP board cracking"
0,Fireplace cracked fascia trim has cracked
0,Interior GYP cracking
0,Cracking of interior GYP board & ex. Stucco
0,Interior  GYP cracking
0,Cracking interior GYP board cracking
1,"vent pipe slipped vertically, displaced water heater pipe displaced"
1,Side covered porch deck-uneven supports sep. from top/bottom
0,structure good
0,structure good
2,Façade failing
1,ceiling cracks; fallen ext wall panel; windows loose
2,complete collapse of stone front façade (Pfeiffer Bldg)
1,South exterior wall crack the entire length of building
0,No comments
1,"Boarded up windows, ext. wall cracking"
1,structural cracking
0,structure good
0,structure good
0,minor cracks/window repair
1,[ATC shared with red for Unit A] no occupancy except as noted on tag - need engineer eval
0,no issues
0,"(QVH - Wellness Center) duct movement, water leak, pool area under repair, sheet rock cracks"
0,Work completed
1,"fireplace, minor cracks, no structure issues, suggest contact chimney sweep to inspect for integrity"
1,"fireplace damaged, cracked and loose brocks, front post base need to be secured"
1,"Drm parort overhang  y-tagged, add porchto list,lots of flatwork cracks Creek Ct rear of property. Do not occupy on north elevation & fr. Porch until repaired"
1,"cracked fdn, vertical support tilted off conc block, overhang not supported"
2,"collapse, racking"
2,"(3) 4x12 failed & slid off onto sider, stuc shifted 16""; door jammed, cracks"
0,need permit to repair - heat pump on - roof displaced off plenum
0,"Interior & Exterior inspected very minor damages to garage, left GREEN tag"
1,chimney
1,"courtyard CMU block wall fallen over, leaning area"
1,"Cracked chimney, occupants stay 25 ft. aWy from chimney"
1,"Cracked chimney, occupants stay 25 ft. aWy from chimney"
1,"Cracked chimney, occupants stay 25 ft. aWy from chimney"
1,chimney brace has been compromised
1,Cracks @ mid height of fireplace @ exterior & interior
0,safe to use driveWy - neighborhood corrected danger concerning carport [revised tag]
0,(Genealogical Building)
2,ok to inhabit residences - do not access carport except to repair
2,ok to inhabit residences - do not access carport except to repair
1,Addition to house separated. North side addition
0,no comments
1,stay aWy 10' from chimney
0,No comments
0,No damage
1,obtain engineer evaluation
1,racking at garage & cracked foundation - avoid use of garage - eng eval needed
1,"Okay to occupy, chimney is stabilized"
1,"Okay to occupy, chimney is stabilized"
1,"Okay to occupy, chimney is stabilized"
1,"Okay to occupy, chimney is stabilized"
1,Chimney collapse on ground
0,"Green tag, no comments"
0,"No visible cracks @ firebox or chimney, no craks in stucco"
0,structure good
1,Building leaning
1,Damaged chimney- moderate damage
0,"Green tag, chimney separte from house approx. 1"" recommend ataching to roof diaphram"
1,Damaged chimney- moderate damage
1,Chimney damage
1,Damaged chimney- moderate damage
1,Chimney damage
1,Chimney flue needs cap installation. Do not use
0,No comments
1,Chimney damage
1,Chimney damage
0,Inspected
1,Chimney damage
1,Chimney damage
0,"minor damage to chimny brick arch, arch removed, no damage observed on remaining chimney"
1,Cracked roof.  No overnight occupancy. Occupancy only to remove contents until repaired
1,1811 -Chimney separated from home/1815 Collapsed car port
1,"no fire alarm, no sprinklers, water damage"
0,"Owner said some missing , recommended caution in area below & further inspection"
2,racking damage moderate to severe (Franklin Apts - 18 units & 1 comm)
1,"no occupancy first floor, ok to retrieve possessions/restrict access to rear entry - engineer letter attached"
2,racking damage moderate to severe (Franklin Apts - 18 units & 1 comm)
1,"no occupancy first floor, ok to retrieve possessions/restrict access to rear entry - engineer letter attached"
1,chimney removed/roof repair needed
1,porch separated/do not use front entry as porch
0,"Porch wall @ SE corner separated, evidence of post movement @both ost of proch overhang. Shear brace & 4x4 cripple posts damaged. Needs to be replaced"
1," roof tiles falling , parking limited, public walking under the cautioned area, t-bar ceiling and lights damaged, falling hazards (Music Supply)"
1,yellow tag from City; roof tiles falling; parking lmiited; windows damaged across front of occupant (Redwood Liquor)
0,(Bella Nails Spa)
0,(Personal Touch Hairstyling)
0,(Koibe Academy) Damage to roof of stage/dressing room not structurly compromised
0,(Kolbe Academy)
0,no apparent damage
1,Chimney broken & removed
0,No comments
0,Nobody home/can't do assessment. No ovious damage
1,Minor crack in foundation entry way. Crack in chimney will need to be repaired (exterior)
1,"Cracking of stuccon @ wall of fndn connection is minor , recommend structural  Eng. Inspection. Needs chimney sweep inspection. Do not use fireplace"
1,"Backyard patio  cover posts unacnchored & split,no access under patio cover until repaired."
0,Visual assessment from street indicated no damage. (Not Home)
0,No comments
0,No comments
1,"hairline cracks in chimney, slight separation from dwelling at top"
1,avoid area around chimney - chimney cracks & displacement - engr eval req for foundation
1,"crack through house & pool, most doors jammed, several walls cracked, FP cracked, gagage lid cracked, rear slider compromised, buckeled conc"
1,"Building or story leaning, chimney damaged - moderate damage"
1,Chimney Down
1,"chimney separate at base - cracks in foundation at chimney, garage, and rear corner"
1,"chimny cracks & foundation cracks, chimney displacement - yellow tag reposted"
0,No comments
1,Chimney Collapsed onto front walk
1,remove chimney to stabalize or remove back porch/do not use back porch
2,carport leaning/unstable
0,GREEN TAG no comments
0,No comments
0,No visible structural damage
1,stay clear of chimney area
1,stay clear of chimney area
1,existing yellow left - chimney taken down above roof to alleviate falling hazard; needs repari prior to use; stucco cracks may need investigation
1,stay clear of chimney area
1,stay clear of chimney area
0,rooftile shifted
0,do not use fire place - should toe nail & add permiteter bolding - no exterior damage
2,leaning non-structured CMU wall; leaning wall at back of bldg at bike path
0,No issues
1,"front porch at stairs, posts racked; foundation posts under house in back racked - no occ of front porch"
1,OK to occupy during repair
1,structural damage to the foundation
0,Owner requested inspection of ext. retaining wall @ creek. Onwer not home so inspection still required
0,structure good
0,structure good
0,structure good
2,major crack in foundation walls & columns
2,major crack in foundation walls & columns
2,major crack in foundation walls & columns
1,Deck & Roof on West elevation detached from house
0,SE to recommend reveiew attachment of sill pl to foundation & attachment of posts at front entry
1,Cracks and slabs on walls.
1,currently posted yellow - no one home to access interior - handrail off porch
1,replace existing yellow tag with new yellow - engr to eval connection between sill place and fndn stem wall in crawl space
1,"brick chimney has many cracks, top portion of chimney above roof line is leaning, stucco cracks lower corners, avoid side yard area around chimney"
1,Not occupied & could not inspect. Existing Yellow tag
0,"GYP cracking @ interior, some possible settlement @ N/W corner, separtion @ SW upper corner of wall & flue chase. Doors sticking some loss"
0,Minor drywall cracking
1,"Chiney Moved, Cracked"
1,building shifted from stem wall foundation/occupy to retrieve possessions
0,Metal door needs to be anchored
1,parking canopy - masonry wall fell over and is replaced by wood posts - engr needed to eval lateral load capacity of remianing cantilevered posts
1,Fall hazard from neighbors chimney at 3173 - do not use driveWy next to neighbor until hazard is mitigated
1,Chimy from neighbor (1745 Olypmia Ct is leaning toward this home & is a serious haz.neighbor has already been issued YELLOW to repair has not done anything
2,house off foundation
0,(Chardonnay Apartments)
0,"Minor chimney cracks, minor slab on grade cracking & spalling concrete @ slab on grade (Jefferson St side)"
1,chimney failure - stay clear until damage is removed
1,chimney failure - stay clear until damage is removed
1,chimney damage
0,no apparent damage
0,Structure good
1,re-eval - chimney repair on-going - PO notes done with permits - final inspection needed
0,(Redwood Plaza - Massage Envy)
1,Floor buckling. Premise is vacant and for rent. No interior inspection.
0,(La Dora - Hair by Dora)
0,"Hot water heater damage, straps loose/dislodged with debris trapped underneath. (La Dora-Hair by Dora)"
0,(Redwood Plaza - Athletic Feet)
0,No comments
0,No comments
1,"Building has shifted off foundation 3"" on south side. Garage is leaning"
1,Access to remove property only from garage
1,3/4 of chimney fell onto car in driveWy - restricted area taped off
0,structure good
1,Chimney partially down
1,Stucco damage - coming off corner of building
1,T-bar ceiling has come loose in sections
1,1st flr columns in front of apartment are damaged at top. Connections to 2nd flr pinned. Concern about lateral resisting system
2,Masonry wall collaspsed into rear area behind garage
0,No apparent damage to front house
0,Structure good
0,Structure good
0,No comments
0,Unable to observe reported damage due to inaccessibility. No observable damage to exterior
1,chimney damaged at roofline
1,asmnt not performed - previously yellow tagged
1,no entry restrict - investigate block wall of house  (dining room) & floor to wall connection (living room) - potential structura
1,asmnt not performed - previously yellow tagged
1,chimney out of plum based on exterior observation - potential collapse hazard
1,brick separation Restrictions around chimeny & bwy
1,"chimney broken at roof line, interior"
1,Cracking Foundation
2,garage only
1,3' brick wall fell over
1,House under construction
0,No comments
0,No comments
0,No comments
1,garage roof beam cracked - ex cracking of stucco - no occ of garage until shorn up
1,damaged chimney
1,"Slab on grade-sunk 5"" consturction work on-going to raise slab. Will need bldg inspec. Slab re-contruction on-going bldg, inspec. Approval required to occupy"
1,"Racking damage to walls. Weight of unit on roof is questionable, minor interior cracks in walls"
2,carport leaning/unstable
1,"chimney at side yard, already broke down to roof line"
1,chimney broken at roof line
0,Cosmetic stucco cracks around some windows & entry door
1,stay clear of chimney area
0,Owner doesn't want GREEN tag
1,chimney failure - stay clear until damage is removed
0,"owner to have fireplaced removed completely & replaced w/wall, bricks that fell, stucked  a large fence"
1,chimney failure - stay clear until damage is removed
1,chimney failure - stay clear until damage is removed
1,"chimney cracked, no overhead hazard"
0,No comments
1,top of chimney fallen off of roof
1,"rear chimney cracked & leaning, falling hazard"
1,"Chimney cracked at roofline, large garage slab cracks but no visible foundation damage"
0,No comments
1,chimney failure - stay clear until damage is removed
0,no issues (duplex)
1,chimney damage mitigated - stay clear of area until damage is removed
0,Minor exterior/interior cracks. No visibile structural damage
1,chimney damage mitigated - stay clear of area until damage is removed
1,OK to occupy home but needs further inspection by structural engineer
1,chimney damage
1,Cracked Chimney
1,Chimney down
1,Chimney damage
0,No comments
1,Damaged chimney - moderate damage
1,Garage portal walls. All damage appears to be non-structural framing and siding.
1,Separation between chimney and building wall - moderate damage
1,Chimney fallen down
0,Patio cover board is loose needs repair ASAP
1,bricks loose at tope of chimney - gypsum board ceiling loose in garage
1,Chimney failure
1,"Chimney failure, (falling hazard). Avoid area around chimney"
1,"Chimney failure, (falling hazard) removed. No restrictions"
1,Chimney
1,"Patio post leaning, owner replaced posts, city to inspect work chimney has cracks in mortar bed. City to inspect replaced posts"
1,Chimney
2,Off Foundation
1,Chimney down
0,No damage
1,Restricted use of garage
0,damaged chimney was removed - crack at base of house - front pavement movement
0,house is under renovation; bedroom wall cracked from adj damaged chimney
1,"chimney cracked and pulling away from house - 2"" separation at top"
2,structural integrity of home has been compromised and is not safe
2,"walls racking, foundation Cmu cracking/separating; floors uneve/waving - unstable house, tape off house"
0,small cracks in foundation
0,already tagged
0,No comments
0,No comments
0,Metal door needs to be anchored
0,Metal door needs to be anchored
0,No comments
0,No comments
0,No comments
0,no issues
1,broken trusses/cracked stucco/repair trusses and patch stucco
1,signs of separateion of stone façade from struc; avoid use of area under façade (Gary's Automotive)
1,chimney broke at roofline; debris already removed
0,(Amigos Market) - hot water bracing required
1,"CMU fence fell over; chimney broken at shoulder, all brick on side yard"
1,"recommend yellow; difficult to assess high hazard due to merchandise damage, currently open to public (Napa Valley Glass Co)"
1,"business is open, yellow tag from City, damage to CMU, hot water requires bracing (The Green Door Bar)"
1,"significant racking to walls, drywall, damage to conc privay wall & sheds in rear, light fixtures falling (Associated Tax and Financial Services)"
1,front wall & veneer out of plumb - do not occ front offices (3045)
0,(Blance McCarthy Chripractic Market)
0,(Vintage Dental)
0,exterior only - no one home
0,cracks in gyp bd in back wall
0,(DKB Electric Inc)
0,Minor fireplace cracks
0,No damage observed.
0,no comments
1,chimney failure
0,No visible damate (Exterior & Interior)
1,south west corner of home appears to have moved - engineers report required
2,carports may collapse
0,Inspected-cracks @ door corners 7 walls. Guardwall @ top of stairs loose. Further evaluation @ guardwall
0,"Exterior stucco cracking, interior GYP board cracking @ doors/openings"
0,Crack at door corners & walls
1,chimney collapsed
0,(Sciabra Passini French Bakery) - water main sheared at street - seismic brace failed
1,Damaged chimney - moderate damage
1,Damaged chimney- moderate damage
1,Chimney fallen down
1,Chimney fell on roof
0,No comments
0,No damage
2,Foundation
0,"Minor crackling & junction of walls, on interior & exterior"
0,"Green tag, superficial & interior cracking no exterior damage"
1,"Chimney covered w/siding, needs further inspection by cimney sweep, garage opening jams slow distress @ connection to fndn"
0,"Green tag,  wall adjacent to chimney"
1,"chimney fell in side yard, all bricks already removed"
1,"broken just above roofline, no debris left as hazard"
1,"broken above roofline, debris already removed"
1,"detached garage is leaning two directions, door will not close, windows cracked; horizontal siding appears to be only lateral support"
0,No comments
1,"conc tiles partially displaced on roof, mailbox column at entry 6' tall with 2"" displacement - restrict access around roof and mailbox"
2,Garage collapse
0,"Interior GYP board cracking,exterior stucco cracking"
2,needs structural engineer - repair of staircase
2,Garage repairs needed
0,No issues
1,"Chimney leaning toward yard, keep outside area around chimney clear"
1,Interior drywall cracking in multiple rooms exterior fndn crack @ rear corner. No entry restrictions OK to occupy
1,Attached garage structure damaged and leaning
1,Damaged chimney - moderate damage
1,Damaged chimney - moderate damage
0,Exterior only
1,"Fireplace brick cap broken, remove bricks from roof"
1,stay clear of  hazard (chimney) until properly repaired
1,chimney damage to top/no fires/restricted access below damage for fall hazard
1,front chimney brick fall hazard/stay away from area until repaired/repair may require building permit
1,Remove fallen chimney from roof
1,Top of Chimney down
0,"Green tag, no comments"
0,No comments
0,No comments
0,"Green tag, interior GYP board cracking, moderate exterior stucco cracking"
1,around chimney & S.E. side of dwelling
1,Chimney damaged. Restricted access around chimney area OK to occupy
0,Chimney already removed. Verify bldg permit has been issued
0,no damage observable
0,no damage observable
0,No evidence of bldg movement foundation
1,Safe to oocupy exept garage OK to temporarly enter to retrieve items
0,No comments
1,wood fence wall leaning out of place - neighbor warned to stay away from fence area - needs repair
0,(Oxbow School)
0,Inspected
1," one chimney fell over, loose bricks have been removed, other chimney appears intact, use caution around chimneys"
0,"Plaster cracking noted in interior space, both flrs."
2,chimney damage (Windermere)
1,cracked plaster
1,Crack in tension side of beam on aisle
1,"garage shifted, partial collapse, owners provided buttress walls in 2 directions"
1,"""Short Column"" split. Should not park cars under carport roof. Contact contractor and/or engineer for further evaluattion"
1,carport - middle post plintered but intact - corner post still connected to steel connection at ground
0,No comments
1,"Chim no apparent cracking, abv roof speartion @ wall blw roof, minor stucco cracks @ int., collapse hazard or rear structure"
1,"Cracked chimney from fire box up, danger of collapse in after shock."
0,"Spalling/fracture of foundation corner, repairs needed"
1,front chimney collpase; aboive area around chimney front & rear
0,Duplex
0,"Chimney enclosed, no apparent damage"
0,Patio cover in back yard needs to be braced ASAP
1,front entry shifted - OK to occupy
1,Chimney Down
0,No comments
1,chimney cracks
1,top 1/3 chimney of chimney down
1,chimney failure - stay clear until damage is removed
1,chimney failure - stay clear until damage is removed
1,already posted yellow - bricks loose & shifted
0,Structure good
0,BX stucco cracks
0,No comments
0,"Brick veneer shifted near entrance 1"". Will be replaced. May not be anchored"
1,"Cracks in CMH Wall, racking damage to walls"
2,"masonry (CMU) bldg major cracks, roof beams mostly disconnected"
1,cracking and loose brick above roof line
1,Cracked chimney - minor damage
0,minor cracking at stucco near chimney/brick intact
1,Cracked chimney - moderate damage
0,"Ex. Stucco cracking, int GYP board cracking"
1,[Fuller Gardens] interior damage to apt at 1750 at window grames - struc asmnt required
1,"yellow tag from City, brick siding collapse at front; construction/demo in progress, unable to assesses ste 1, 2, 3, 4, 5, 6, 8"
0,"very minor cracking, no structural damage"
1,ok to occupy/limit access to front portion of building to retrieve belongings/unlimited access to rear potion of bldg/stuc engineer report att
1,"chimney has separated 1/4"" from bldg - inside bricks have separated 1/4"" or less from wall - avoid area around himney"
1,"chimney collapsed onto roof, separation of exterior slab from house"
1,Facility is without domestic water sercies/water heater requires bracing. Pool pump pipes damaged and out of service
1,Cracked chimney - minor damage
1,"chimney separates from wall for about 1"", windows are boarded up with particle board - chimney needs repair"
0,Minor exterior/interior cracks. No visibile structural damage
1,avoid area around chimney - front entry post chifed; garage wall shifted; appears to have tension cracking - chimney separation
0,Structure good
0,structure good
0,structure good
1,porch pillar/column broken
1,foundation damage/cracking in front
0,"6' masonry wall has been replaced with a wood fence. No more hazard. Side wall has been replace with a wood fence, no longer a hazard"
1,stay clear of falling hazards
1,chimney cracks - do not occupy driveWy
1,stay clear of falling hazards in driveWy
1,Loose brick already removed - stay clear of falling debris chimney area
1,Stay clear of falling debris - chimney area
1,chimney has cracks - corner of window doors has cracked in exterior stucco - avoid chimney area
1,"cracks in gyp bd, stucco on grage - cracks in chimney with slight separation"
0,Diagonal crack in stucco @ grage heater. Diagonal cracks in GYP & stucco @ slider door
1,chimney collapse
0,No hazards observed
0,No damage noted
1,Chimney Down
